0,1,1,0.8,1.333333333
0.001,0.999996442,1.000000936,0.799999813,1.33365416
0.002,0.999986809,1.000003397,0.79999925,1.333326905
0.003,0.999971689,1.000007187,0.799998312,1.333327468
0.004,0.999951395,1.000012202,0.799997,1.333330529
0.005,0.999926146,1.000018368,0.799995313,1.333330824
0.006,0.999896111,1.00002563,0.79999325,1.333330976
0.007,0.999861428,1.000033941,0.799990813,1.333330302
0.008,0.999822213,1.000043263,0.799988,1.333329423
0.009,0.999778566,1.000053563,0.799984813,1.333328358
0.01,0.999730575,1.00006481,0.799981251,1.333327095
0.011,0.99967832,1.00007698,0.799977314,1.333325749
0.012,0.999621873,1.000090047,0.799973002,1.333324328
0.013,0.999561298,1.00010399,0.799968315,1.333322785
0.014,0.999496655,1.00011879,0.799963254,1.333321071
0.015,0.999428001,1.000134427,0.799957818,1.333319252
0.016,0.999355387,1.000150884,0.799952006,1.333317317
0.017,0.999278861,1.000168146,0.799945821,1.333315262
0.018,0.999198468,1.000186198,0.79993926,1.333313072
0.019,0.999114253,1.000205024,0.799932325,1.33331076
0.02,0.999026255,1.000224612,0.799925015,1.333308322
0.021,0.998934512,1.000244949,0.79991733,1.333305753
0.022,0.998839061,1.000266023,0.799909271,1.333303063
0.023,0.998739937,1.000287823,0.799900838,1.333300251
0.024,0.998637174,1.000310336,0.79989203,1.333297309
0.025,0.998530802,1.000333553,0.799882847,1.333294243
0.026,0.998420854,1.000357464,0.79987329,1.33329105
0.027,0.998307357,1.000382058,0.799863359,1.333287734
0.028,0.998190341,1.000407328,0.799853053,1.33328429
0.029,0.998069832,1.000433262,0.799842373,1.333280723
0.03,0.997945856,1.000459854,0.799831318,1.333277027
0.031,0.99781844,1.000487094,0.799819889,1.333273209
0.032,0.997687608,1.000514975,0.799808087,1.333269263
0.033,0.997553382,1.000543488,0.79979591,1.333265192
0.034,0.997415787,1.000572626,0.799783358,1.333260995
0.035,0.997274845,1.000602382,0.799770433,1.333256673
0.036,0.997130577,1.000632749,0.799757134,1.333252225
0.037,0.996983004,1.000663719,0.799743461,1.333247652
0.038,0.996832147,1.000695287,0.799729414,1.333242952
0.039,0.996678026,1.000727444,0.799714993,1.333238126
0.04,0.99652066,1.000760186,0.799700198,1.333233175
0.041,0.996360068,1.000793506,0.79968503,1.333228098
0.042,0.996196268,1.000827397,0.799669487,1.333222894
0.043,0.996029279,1.000861855,0.799653571,1.333217565
0.044,0.995859118,1.000896872,0.799637282,1.333212109
0.045,0.995685801,1.000932445,0.799620619,1.333206528
0.046,0.995509347,1.000968566,0.799603582,1.333200821
0.047,0.995329771,1.001005231,0.799586172,1.333194987
0.048,0.995147089,1.001042435,0.799568388,1.333189027
0.049,0.994961317,1.001080172,0.799550232,1.333182941
0.05,0.99477247,1.001118437,0.799531701,1.333176729
0.051,0.994580564,1.001157226,0.799512798,1.33317039
0.052,0.994385612,1.001196534,0.799493521,1.333163925
0.053,0.994187631,1.001236355,0.799473872,1.333157334
0.054,0.993986633,1.001276687,0.799453849,1.333150616
0.055,0.993782632,1.001317523,0.799433453,1.333143771
0.056,0.993575643,1.001358859,0.799412684,1.333136801
0.057,0.993365679,1.001400692,0.799391543,1.333129703
0.058,0.993152752,1.001443017,0.799370028,1.333122479
0.059,0.992936876,1.001485829,0.799348141,1.333115129
0.06,0.992718064,1.001529125,0.799325881,1.333107652
0.061,0.992496327,1.0015729,0.799303249,1.333100048
0.062,0.992271679,1.001617151,0.799280244,1.333092317
0.063,0.992044131,1.001661874,0.799256866,1.33308446
0.064,0.991813695,1.001707065,0.799233116,1.333076476
0.065,0.991580383,1.00175272,0.799208993,1.333068365
0.066,0.991344206,1.001798835,0.799184498,1.333060127
0.067,0.991105176,1.001845407,0.799159631,1.333051762
0.068,0.990863304,1.001892432,0.799134392,1.33304327
0.069,0.990618601,1.001939907,0.799108781,1.333034651
0.07,0.990371077,1.001987828,0.799082797,1.333025905
0.071,0.990120744,1.002036192,0.799056442,1.333017032
0.072,0.989867611,1.002084996,0.799029714,1.333008031
0.073,0.989611689,1.002134235,0.799002615,1.332998904
0.074,0.989352989,1.002183908,0.798975144,1.332989649
0.075,0.98909152,1.00223401,0.798947301,1.332980267
0.076,0.988827293,1.002284538,0.798919087,1.332970757
0.077,0.988560316,1.00233549,0.798890501,1.332961121
0.078,0.988290601,1.002386863,0.798861543,1.332951356
0.079,0.988018156,1.002438652,0.798832214,1.332941465
0.08,0.98774299,1.002490856,0.798802514,1.332931446
0.081,0.987465114,1.002543471,0.798772442,1.332921299
0.082,0.987184536,1.002596495,0.798741999,1.332911025
0.083,0.986901265,1.002649924,0.798711185,1.332900623
0.084,0.98661531,1.002703755,0.79868,1.332890093
0.085,0.98632668,1.002757987,0.798648444,1.332879436
0.086,0.986035384,1.002812616,0.798616516,1.332868651
0.087,0.985741431,1.00286764,0.798584218,1.332857738
0.088,0.985444828,1.002923055,0.79855155,1.332846697
0.089,0.985145585,1.002978859,0.79851851,1.332835528
0.09,0.984843709,1.00303505,0.7984851,1.332824232
0.091,0.98453921,1.003091624,0.798451319,1.332812807
0.092,0.984232094,1.00314858,0.798417168,1.332801255
0.093,0.98392237,1.003205915,0.798382646,1.332789574
0.094,0.983610047,1.003263626,0.798347754,1.332777765
0.095,0.983295131,1.003321711,0.798312491,1.332765828
0.096,0.982977631,1.003380168,0.798276859,1.332753763
0.097,0.982657554,1.003438993,0.798240856,1.33274157
0.098,0.982334909,1.003498186,0.798204483,1.332729248
0.099,0.982009702,1.003557742,0.79816774,1.332716798
0.1,0.98168194,1.003617661,0.798130628,1.33270422
0.101,0.981351632,1.003677939,0.798093145,1.332691513
0.102,0.981018785,1.003738574,0.798055293,1.332678678
0.103,0.980683406,1.003799565,0.798017071,1.332665714
0.104,0.980345501,1.003860909,0.79797848,1.332652622
0.105,0.980005079,1.003922603,0.797939519,1.332639401
0.106,0.979662146,1.003984646,0.797900188,1.332626052
0.107,0.979316709,1.004047036,0.797860488,1.332612574
0.108,0.978968774,1.00410977,0.797820419,1.332598967
0.109,0.97861835,1.004172846,0.797779981,1.332585231
0.11,0.978265442,1.004236262,0.797739173,1.332571366
0.111,0.977910057,1.004300016,0.797697997,1.332557373
0.112,0.977552202,1.004364107,0.797656451,1.332543251
0.113,0.977191883,1.004428531,0.797614537,1.332529
0.114,0.976829107,1.004493287,0.797572254,1.33251462
0.115,0.976463881,1.004558374,0.797529602,1.33250011
0.116,0.97609621,1.004623788,0.797486582,1.332485472
0.117,0.9757261,1.004689529,0.797443193,1.332470705
0.118,0.97535356,1.004755594,0.797399435,1.332455808
0.119,0.974978593,1.004821981,0.797355309,1.332440782
0.12,0.974601207,1.004888689,0.797310815,1.332425627
0.121,0.974221408,1.004955715,0.797265952,1.332410343
0.122,0.973839202,1.005023059,0.797220722,1.33239493
0.123,0.973454594,1.005090717,0.797175123,1.332379387
0.124,0.973067591,1.005158688,0.797129157,1.332363714
0.125,0.972678198,1.005226971,0.797082822,1.332347912
0.126,0.972286422,1.005295563,0.79703612,1.332331981
0.127,0.971892268,1.005364463,0.796989049,1.33231592
0.128,0.971495742,1.005433669,0.796941612,1.33229973
0.129,0.97109685,1.00550318,0.796893806,1.33228341
0.13,0.970695597,1.005572993,0.796845633,1.33226696
0.131,0.970291989,1.005643107,0.796797093,1.33225038
0.132,0.969886031,1.005713521,0.796748185,1.332233671
0.133,0.96947773,1.005784232,0.796698911,1.332216832
0.134,0.96906709,1.005855239,0.796649269,1.332199863
0.135,0.968654116,1.00592654,0.79659926,1.332182764
0.136,0.968238815,1.005998135,0.796548883,1.332165536
0.137,0.967821192,1.00607002,0.796498141,1.332148177
0.138,0.967401251,1.006142195,0.796447031,1.332130688
0.139,0.966978999,1.006214658,0.796395554,1.33211307
0.14,0.96655444,1.006287407,0.796343711,1.332095321
0.141,0.96612758,1.006360441,0.796291501,1.332077442
0.142,0.965698424,1.006433759,0.796238925,1.332059433
0.143,0.965266976,1.006507358,0.796185983,1.332041293
0.144,0.964833243,1.006581238,0.796132674,1.332023024
0.145,0.964397228,1.006655396,0.796078999,1.332004624
0.146,0.963958937,1.006729832,0.796024957,1.331986094
0.147,0.963518376,1.006804544,0.79597055,1.331967433
0.148,0.963075548,1.00687953,0.795915777,1.331948642
0.149,0.962630459,1.006954789,0.795860638,1.331929721
0.15,0.962183113,1.00703032,0.795805133,1.331910669
0.151,0.961733516,1.00710612,0.795749262,1.331891486
0.152,0.961281672,1.00718219,0.795693026,1.331872173
0.153,0.960827587,1.007258526,0.795636424,1.331852729
0.154,0.960371263,1.007335129,0.795579457,1.331833155
0.155,0.959912708,1.007411996,0.795522124,1.33181345
0.156,0.959451924,1.007489127,0.795464426,1.331793614
0.157,0.958988917,1.007566519,0.795406363,1.331773647
0.158,0.958523691,1.007644171,0.795347935,1.33175355
0.159,0.958056251,1.007722083,0.795289142,1.331733321
0.16,0.957586601,1.007800253,0.795229984,1.331712962
0.161,0.957114746,1.007878679,0.795170461,1.331692472
0.162,0.956640691,1.00795736,0.795110573,1.331671851
0.163,0.956164439,1.008036295,0.795050321,1.331651098
0.164,0.955685996,1.008115483,0.794989704,1.331630215
0.165,0.955205365,1.008194923,0.794928722,1.331609201
0.166,0.954722551,1.008274612,0.794867377,1.331588055
0.167,0.954237558,1.00835455,0.794805667,1.331566778
0.168,0.953750391,1.008434736,0.794743592,1.331545371
0.169,0.953261053,1.008515168,0.794681154,1.331523831
0.17,0.95276955,1.008595845,0.794618351,1.331502161
0.171,0.952275885,1.008676766,0.794555185,1.331480359
0.172,0.951780062,1.00875793,0.794491655,1.331458426
0.173,0.951282086,1.008839336,0.79442776,1.331436361
0.174,0.950781961,1.008920982,0.794363503,1.331414165
0.175,0.95027969,1.009002866,0.794298881,1.331391838
0.176,0.949775279,1.009084989,0.794233896,1.331369379
0.177,0.949268731,1.009167349,0.794168548,1.331346788
0.178,0.94876005,1.009249945,0.794102836,1.331324066
0.179,0.948249239,1.009332775,0.794036761,1.331301212
0.18,0.947736305,1.009415838,0.793970323,1.331278227
0.181,0.947221249,1.009499133,0.793903522,1.331255109
0.182,0.946704076,1.00958266,0.793836358,1.331231861
0.183,0.94618479,1.009666417,0.793768831,1.33120848
0.184,0.945663395,1.009750402,0.793700941,1.331184967
0.185,0.945139894,1.009834616,0.793632689,1.331161323
0.186,0.944614292,1.009919056,0.793564074,1.331137546
0.187,0.944086593,1.010003722,0.793495096,1.331113638
0.188,0.943556799,1.010088612,0.793425756,1.331089598
0.189,0.943024916,1.010173726,0.793356053,1.331065426
0.19,0.942490947,1.010259062,0.793285989,1.331041122
0.191,0.941954895,1.01034462,0.793215562,1.331016685
0.192,0.941416764,1.010430398,0.793144773,1.330992117
0.193,0.940876558,1.010516396,0.793073622,1.330967416
0.194,0.94033428,1.010602611,0.793002109,1.330942583
0.195,0.939789935,1.010689044,0.792930234,1.330917618
0.196,0.939243526,1.010775693,0.792857998,1.330892521
0.197,0.938695056,1.010862557,0.792785399,1.330867292
0.198,0.93814453,1.010949636,0.79271244,1.33084193
0.199,0.93759195,1.011036928,0.792639119,1.330816436
0.2,0.93703732,1.011124431,0.792565436,1.330790809
0.201,0.936480644,1.011212147,0.792491393,1.33076505
0.202,0.935921926,1.011300072,0.792416988,1.330739158
0.203,0.935361168,1.011388207,0.792342222,1.330713134
0.204,0.934798375,1.01147655,0.792267095,1.330686978
0.205,0.934233549,1.0115651,0.792191607,1.330660689
0.206,0.933666695,1.011653857,0.792115758,1.330634267
0.207,0.933097815,1.011742819,0.792039548,1.330607713
0.208,0.932526913,1.011831986,0.791962978,1.330581026
0.209,0.931953993,1.011921357,0.791886047,1.330554206
0.21,0.931379057,1.01201093,0.791808756,1.330527254
0.211,0.93080211,1.012100705,0.791731105,1.330500169
0.212,0.930223154,1.01219068,0.791653093,1.330472951
0.213,0.929642193,1.012280856,0.791574721,1.3304456
0.214,0.92905923,1.012371231,0.791495989,1.330418116
0.215,0.928474269,1.012461803,0.791416897,1.3303905
0.216,0.927887312,1.012552573,0.791337444,1.33036275
0.217,0.927298364,1.01264354,0.791257633,1.330334868
0.218,0.926707426,1.012734701,0.791177461,1.330306853
0.219,0.926114503,1.012826058,0.79109693,1.330278704
0.22,0.925519598,1.012917608,0.791016039,1.330250423
0.221,0.924922713,1.013009351,0.790934788,1.330222008
0.222,0.924323853,1.013101285,0.790853179,1.33019346
0.223,0.923723019,1.013193411,0.79077121,1.33016478
0.224,0.923120216,1.013285728,0.790688881,1.330135966
0.225,0.922515447,1.013378233,0.790606194,1.330107018
0.226,0.921908713,1.013470928,0.790523148,1.330077938
0.227,0.92130002,1.01356381,0.790439742,1.330048724
0.228,0.920689369,1.013656879,0.790355978,1.330019377
0.229,0.920076764,1.013750134,0.790271855,1.329989897
0.23,0.919462208,1.013843574,0.790187374,1.329960283
0.231,0.918845704,1.013937199,0.790102534,1.329930536
0.232,0.918227255,1.014031008,0.790017335,1.329900655
0.233,0.917606863,1.014124999,0.789931778,1.329870641
0.234,0.916984533,1.014219172,0.789845863,1.329840494
0.235,0.916360266,1.014313527,0.78975959,1.329810213
0.236,0.915734067,1.014408062,0.789672958,1.329779798
0.237,0.915105937,1.014502777,0.789585968,1.32974925
0.238,0.91447588,1.014597671,0.789498621,1.329718568
0.239,0.913843899,1.014692743,0.789410916,1.329687753
